sector,ema_window,threshold,trades,win_rate,avg_profit,median_profit
Enterprise Software & Data,10,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,10,0.0025,356,0.5112359550561798,0.010863726507339749,0.006032488543128767
Enterprise Software & Data,10,0.005,611,0.5171849427168577,0.015755545889154225,0.006802758962745736
Enterprise Software & Data,10,0.01,903,0.5326688815060908,0.01702354749989779,0.011157184071492576
Enterprise Software & Data,10,0.02,1012,0.5276679841897233,0.013249176429797569,0.010994781787595387
Enterprise Software & Data,20,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,20,0.0025,201,0.5422885572139303,0.021750861497371564,0.009173477542513186
Enterprise Software & Data,20,0.005,361,0.5512465373961218,0.02499230678585001,0.02117634415707248
Enterprise Software & Data,20,0.01,626,0.5255591054313099,0.019580815880850665,0.009936947464420087
Enterprise Software & Data,20,0.02,766,0.5195822454308094,0.01463402433618635,0.007281994567228556
Enterprise Software & Data,60,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,60,0.0025,135,0.5185185185185185,0.0065320294188646695,0.00141117446697403
Enterprise Software & Data,60,0.005,214,0.5186915887850467,0.009178244183478469,0.002227579967265192
Enterprise Software & Data,60,0.01,342,0.49707602339181284,-0.002030970128780621,-0.0009511237699097452
Enterprise Software & Data,60,0.02,448,0.5,0.005758195107932321,-0.00016955472747098854
Enterprise Software & Data,120,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,120,0.0025,83,0.5060240963855421,0.013735353210813598,0.0011900624003924332
Enterprise Software & Data,120,0.005,156,0.5064102564102564,-7.365874561146284e-05,0.00028151329712833295
Enterprise Software & Data,120,0.01,243,0.49794238683127573,0.0029516734887880874,-0.0027687625896454238
Enterprise Software & Data,120,0.02,302,0.4735099337748344,-0.0015810911316089143,-0.005407427004230803
Enterprise Software & Data,240,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,240,0.0025,70,0.4142857142857143,-0.02554766570327044,-0.028743109272505007
Enterprise Software & Data,240,0.005,120,0.4166666666666667,-0.029959688769842934,-0.022984321345815573
Enterprise Software & Data,240,0.01,171,0.36257309941520466,-0.0400987830617867,-0.041310061776321905
Enterprise Software & Data,240,0.02,195,0.358974358974359,-0.04993270245228689,-0.04908291308141832
Cloud & Platforms,5,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,5,0.0025,501,0.624750499001996,0.0192049824302705,0.02235222584862906
Cloud & Platforms,5,0.005,800,0.6225,0.01830599277449529,0.02716646408487411
Cloud & Platforms,5,0.01,937,0.6104589114194237,0.015604645009718893,0.022095730826675597
Cloud & Platforms,5,0.02,541,0.5656192236598891,0.009304872365864822,0.013118011747283997
Cloud & Platforms,10,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,10,0.0025,323,0.6377708978328174,0.020279319266407286,0.03625308557719431
Cloud & Platforms,10,0.005,543,0.6243093922651933,0.021616015575184746,0.029703218956790733
Cloud & Platforms,10,0.01,719,0.627260083449235,0.01964673795721493,0.030311920689642502
Cloud & Platforms,10,0.02,657,0.5844748858447488,0.01323760133682786,0.018692386074281586
Cloud & Platforms,20,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,20,0.0025,220,0.6318181818181818,0.023484530810887277,0.02896632019486345
Cloud & Platforms,20,0.005,347,0.6195965417867435,0.018413762557030797,0.02415070013298304
Cloud & Platforms,20,0.01,511,0.6164383561643836,0.017940836985174482,0.02506632048122137
Cloud & Platforms,20,0.02,543,0.6224677716390423,0.0157597226258011,0.02506632048122137
Cloud & Platforms,60,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,60,0.0025,114,0.6754385964912281,0.026505418830062945,0.049582066521632995
Cloud & Platforms,60,0.005,186,0.6559139784946236,0.021259600973292225,0.03424091342871027
Cloud & Platforms,60,0.01,263,0.596958174904943,0.013981358948061854,0.025932534396168494
Cloud & Platforms,60,0.02,316,0.5727848101265823,0.006788965261776573,0.014248141281261062
Cloud & Platforms,120,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,120,0.0025,63,0.4603174603174603,-0.006028097152221072,-0.0023639864302514857
Cloud & Platforms,120,0.005,130,0.5307692307692308,0.00506583006810844,0.008609997442996176
Cloud & Platforms,120,0.01,191,0.5549738219895288,0.009451595918228861,0.013316666334164173
Cloud & Platforms,120,0.02,199,0.5175879396984925,-0.000689841376936517,0.008124210864764336
Cloud & Platforms,240,0.0,4,0.5,0.03605270614394837,0.003989374795890954
Cloud & Platforms,240,0.0025,43,0.5813953488372093,0.01268130571490579,0.031199718585678493
Cloud & Platforms,240,0.005,76,0.5789473684210527,0.011493925751702007,0.028386303750817965
Cloud & Platforms,240,0.01,130,0.5615384615384615,0.006950437168743194,0.017499996345373248
Cloud & Platforms,240,0.02,132,0.5833333333333334,0.0014925069265019379,0.019009405433651816
Data Center REITs,5,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,5,0.0025,589,0.5415959252971138,0.004768245796354346,0.010097915366710897
Data Center REITs,5,0.005,869,0.5350978135788262,0.004737874264401243,0.00994879993723341
Data Center REITs,5,0.01,856,0.5128504672897196,0.001081960062697897,0.004194139332450386
Data Center REITs,5,0.02,434,0.5599078341013825,0.010123606422402414,0.010103881542288362
Data Center REITs,10,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,10,0.0025,393,0.5877862595419847,0.010342231882500805,0.019709298777025763
Data Center REITs,10,0.005,600,0.5666666666666667,0.00840573616867497,0.01624484400846482
Data Center REITs,10,0.01,720,0.5375,0.004675164154136313,0.010211260945771405
Data Center REITs,10,0.02,601,0.5158069883527454,-0.0009197476717218283,0.005398880264041672
Data Center REITs,20,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,20,0.0025,256,0.55078125,0.007739571782658302,0.014494839456584363
Data Center REITs,20,0.005,402,0.5373134328358209,0.005518995110182595,0.008670192903877827
Data Center REITs,20,0.01,520,0.5653846153846154,0.010128530710843204,0.016681786608424565
Data Center REITs,20,0.02,514,0.5175097276264592,0.0028311509838313373,0.00585348743195524
Data Center REITs,60,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,60,0.0025,130,0.4846153846153846,-0.008162238939307955,-0.0016548115723973855
Data Center REITs,60,0.005,226,0.5132743362831859,-0.004827865606855317,0.0013841908273893866
Data Center REITs,60,0.01,305,0.5180327868852459,-0.0030342461128130454,0.003912317793048015
Data Center REITs,60,0.02,364,0.5192307692307693,-0.0032743439536199867,0.004388767062876386
Data Center REITs,120,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,120,0.0025,81,0.5555555555555556,-0.004837211084722471,0.015536084740034317
Data Center REITs,120,0.005,138,0.5289855072463768,-0.010277466260481705,0.008882452053011192
Data Center REITs,120,0.01,200,0.53,-0.0043118668090767216,0.015039444410209102
Data Center REITs,120,0.02,258,0.5310077519379846,-0.004731119659759649,0.00820307792953845
Data Center REITs,240,0.0,4,1.0,0.10115825422952779,0.09899399426006183
Data Center REITs,240,0.0025,61,0.5245901639344263,-0.0020895515750290225,0.010567898220486205
Data Center REITs,240,0.005,113,0.5221238938053098,-0.002566995434531376,0.010567898220486205
Data Center REITs,240,0.01,171,0.5029239766081871,-0.005275148880583453,0.0025867525749680986
Data Center REITs,240,0.02,195,0.5487179487179488,0.003903968735609966,0.012920878392883361
