lookback,ma_window,top_k,rebalance_bars,total_return,cagr,sharpe,sortino,max_drawdown,win_rate,bench_total_return
90,20,4,10,0.6183627345281211,0.1481223901768589,0.6408984472557474,0.9569197422305125,-0.5155250285099902,0.4510250569476082,0.7821501425102448
90,20,5,5,0.5584193726578703,0.1357562031621138,0.5990328518670092,0.8972653947895444,-0.4891917698438716,0.4510250569476082,0.7821501425102448
90,60,5,10,0.216195667526349,0.05776513109514658,0.3424991802551193,0.48524998373415035,-0.613345677937631,0.4510250569476082,0.7821501425102448
20,120,3,10,0.45158778136059063,0.11284886589929277,0.5110369365504072,0.7389621928357071,-0.5679200027454085,0.4498861047835991,0.7821501425102448
20,120,5,10,0.30960116358565326,0.08046229079131906,0.41382320396594025,0.5979824280438356,-0.557757141398391,0.4498861047835991,0.7821501425102448
20,120,4,10,0.26955456561449487,0.07087731792998953,0.38205153455573465,0.5534071341208103,-0.5736047006616054,0.4498861047835991,0.7821501425102448
20,120,4,5,0.5174581091047175,0.12710954116704154,0.5630916446818574,0.8210142858525048,-0.4471070888334021,0.44760820045558086,0.7821501425102448
20,120,2,10,0.8705847463748444,0.1968395489571506,0.7566329115091562,1.1259795830536388,-0.5687974426773519,0.44533029612756264,0.7821501425102448
40,120,4,10,0.2108279125239101,0.056423525383168194,0.33611702174924624,0.48935098128546267,-0.6280840638038094,0.44533029612756264,0.7821501425102448
40,120,2,10,0.2124323768948777,0.05682498555196269,0.33537479744208176,0.4481815928924495,-0.6229733634957032,0.44533029612756264,0.7821501425102448
40,120,2,5,0.6025389872491309,0.14489015224748858,0.6152216585013269,0.8455927673126385,-0.5925532424085653,0.44419134396355353,0.7821501425102448
90,20,5,10,0.4748054507581625,0.11792709252186162,0.5408911722170606,0.8013586795695956,-0.5180998953037941,0.44419134396355353,0.7821501425102448
40,60,3,5,0.20246497851678313,0.05432483432133761,0.331185558761237,0.47343792928420253,-0.5741755455749205,0.44419134396355353,0.7821501425102448
40,120,5,10,0.1754892112915658,0.047483475894942506,0.3057535890306394,0.4464035331197965,-0.6354688522592427,0.44419134396355353,0.7821501425102448
